43.23918305;76.91730499338163
43.2493327;76.9404403
43.2624814;76.9527506
43.2352319;76.9419277
43.24426484999999;76.95735925
43.2569988;76.9516973
43.2601689;76.9468213
43.2584365;76.9497938
43.2293811;76.9192599
43.2598521;76.9444435
43.21795975;76.92101620600204
43.1953831;76.89312519497852
43.1994083;76.89369535
43.19730735;76.89309524999999
43.1953831;76.89312519497852
43.1994083;76.89369535
43.1970892;76.8942896
43.20583795;76.8936731
43.236792750000006;76.91297776300792
43.2403402;76.9179489
43.2342062;76.9552504
43.2302404;76.95889224999999
43.2394285;76.907985
43.2403402;76.9179489
43.2506115;76.9316398
43.2501793;76.9483155
43.2251074;76.9105072
43.2421533;76.8894014
43.2519787;76.8880585
43.22243015;76.82882070103793
43.2363924;76.9457275
43.2569988;76.9516973
43.2601689;76.9468213
43.2593646;76.95860700714152
43.2684801;76.9345169
43.2574434;76.9584591
43.2377117;76.8807964
43.2359655;76.9102571
43.2621965;76.9561734
